File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus1/humprtb,56737,21902,2.59,7.2,2.0
DNACorpus1/humdyst,38770,15300,2.534,5.0,1.2
DNACorpus1/vaccg,191737,70067,2.736,18.6,7.0
DNACorpus1/hehcmv,229354,85526,2.682,24.2,8.4
DNACorpus1/mpomtcg,186609,70254,2.656,19.4,7.0
DNACorpus1/humhdab,58864,22699,2.593,7.8,2.0
DNACorpus1/chmpxx,121024,43516,2.781,12.8,4.0
DNACorpus1/mtpacga,100314,36862,2.721,11.2,3.8
DNACorpus1/chntxx,155844,58336,2.671,15.8,5.6
DNACorpus1/humghcs,66495,25552,2.602,8.0,2.2
DNACorpus1/humhbb,73308,28134,2.606,8.8,2.8
