File Name,Original File Size,Compressed Size,Compression Ratio,Compression Time,Decompression Time
DNACorpus2/YeMi,73689,27235,2.706,7.2,3.0
DNACorpus2/DaRe,62565020,19586457,3.194,14374.2,1876.8
DNACorpus2/EnIn,26403087,8609993,3.067,5150.4,761.8
DNACorpus2/HePy,1667825,566972,2.942,130.6,39.4
DNACorpus2/OrSa,43262523,14148071,3.058,9452.0,1338.0
DNACorpus2/EsCo,4641652,1593404,2.913,524.8,119.2
DNACorpus2/GaGa,148532294,46851765,3.17,39455.0,4756.2
DNACorpus2/WaMe,9144432,3112000,2.938,1366.4,248.8
DNACorpus2/ScPo,10652155,3590856,2.966,1644.8,290.8
DNACorpus2/AnCa,142189675,43665091,3.256,37427.4,4375.2
DNACorpus2/HaHi,3890005,1306708,2.977,409.6,98.6
DNACorpus2/HoSa,189752667,57200209,3.317,51606.8,5889.4
DNACorpus2/AeCa,1591049,556535,2.859,126.2,40.0
DNACorpus2/DrMe,32181429,10619042,3.031,6855.6,1001.4
DNACorpus2/BuEb,18940,7893,2.4,2.0,0.6
DNACorpus2/PlFa,8986712,2895744,3.103,1265.2,233.2
DNACorpus2/AgPh,43970,17442,2.521,4.2,2.0
